,Unnamed: 0,Cou,MajorUsCarrier,Weekday,CruisingSpd,AltCat,Intl
11978,11978,True,False,0,False,0,True
12074,12074,False,True,0,False,1,False
12092,12092,True,False,0,False,0,True
12991,12991,False,True,0,False,0,True
13059,13059,False,True,0,False,0,True
13268,13268,True,False,0,False,1,True
13420,13420,True,False,0,False,0,True
13451,13451,True,False,0,False,0,True
13792,13792,True,False,0,False,0,True
13878,13878,True,False,0,False,0,True
13899,13899,False,True,0,False,0,True
13906,13906,True,False,0,False,0,True
14019,14019,False,True,0,True,1,True
14125,14125,False,True,0,True,1,True
14342,14342,False,True,0,False,1,False
14443,14443,False,True,0,True,1,False
14675,14675,False,True,0,False,0,False
15121,15121,False,True,0,True,2,False
15146,15146,False,True,0,False,1,False
15197,15197,False,True,0,False,1,False
16161,16161,False,False,0,False,0,False
16271,16271,False,True,0,False,0,True
16320,16320,False,True,0,False,0,True
16381,16381,True,False,0,False,0,True
16545,16545,True,False,0,False,0,True
16595,16595,True,False,0,False,0,True
16775,16775,True,False,0,False,0,True
16825,16825,False,True,0,False,0,True
16934,16934,False,True,0,False,0,True
16971,16971,False,False,0,False,0,False
17201,17201,False,True,0,False,0,True
17309,17309,False,True,0,False,0,True
17494,17494,True,False,0,False,0,True
17776,17776,False,True,0,True,1,False
17999,17999,True,False,0,False,0,True
18117,18117,True,False,0,False,0,True
18330,18330,False,True,0,False,0,True
18372,18372,False,False,0,False,0,False
18708,18708,False,True,0,True,2,False
18749,18749,False,True,0,False,0,True
18832,18832,True,False,0,False,0,True
18854,18854,False,True,0,True,1,False
18869,18869,True,False,0,False,0,True
18872,18872,True,False,0,False,0,True
18881,18881,False,True,6,True,1,False
18905,18905,True,False,0,False,0,True
18950,18950,True,False,0,False,0,True
18967,18967,False,True,0,False,0,True
18977,18977,True,False,0,False,2,True
19066,19066,False,False,0,False,0,False
19196,19196,False,True,0,False,0,True
19403,19403,True,False,0,False,0,True
19454,19454,False,True,0,False,0,True
19543,19543,True,False,0,False,0,True
19618,19618,True,False,0,False,0,True
19693,19693,False,True,0,False,1,False
19709,19709,True,False,0,False,0,True
20587,20587,False,False,0,False,0,False
20620,20620,False,False,0,False,0,False
20722,20722,False,True,0,False,0,True
20774,20774,False,True,0,False,0,True
21090,21090,True,False,0,False,0,True
21118,21118,True,False,0,False,0,True
21414,21414,True,False,0,False,0,True
21486,21486,True,False,0,False,0,True
21506,21506,False,True,0,False,0,True
22045,22045,False,True,0,False,2,False
22108,22108,False,True,0,False,1,False
22746,22746,False,True,0,True,1,False
22784,22784,False,True,0,False,1,False
23840,23840,False,False,0,False,1,False
23915,23915,False,True,0,True,1,True
23956,23956,False,True,0,False,0,True
24199,24199,True,False,0,False,0,True
24355,24355,True,False,0,False,0,True
24650,24650,False,False,0,False,0,False
24668,24668,False,True,0,False,0,True
24694,24694,False,False,0,False,1,False
24701,24701,True,False,0,False,0,True
24890,24890,False,True,0,False,0,True
24984,24984,False,True,0,True,1,True
25296,25296,False,True,0,True,2,False
25687,25687,True,False,0,False,0,True
25905,25905,False,False,0,False,0,False
25999,25999,False,True,0,True,1,True
26036,26036,False,False,0,False,1,False
26319,26319,False,True,0,True,2,False
26356,26356,False,True,0,False,0,True
26451,26451,False,True,0,True,1,False
26463,26463,True,False,0,False,0,True
26466,26466,True,False,0,False,0,True
26494,26494,True,False,0,False,0,True
26533,26533,True,False,0,False,0,True
26546,26546,False,True,0,False,0,True
26755,26755,False,False,0,False,0,False
26767,26767,True,False,0,False,0,True
26793,26793,False,False,0,False,1,False
26901,26901,False,True,0,True,1,True
27122,27122,False,True,0,False,0,True
27331,27331,True,False,0,False,0,True
27531,27531,False,False,0,False,1,False
27634,27634,False,True,0,True,1,True
28345,28345,False,False,0,False,0,False
28364,28364,False,False,0,False,1,False
28444,28444,False,True,0,True,1,True
28487,28487,False,True,0,False,0,True
28763,28763,True,False,0,False,0,True
28784,28784,True,False,0,False,0,True
29046,29046,True,False,0,False,0,True
29108,29108,True,False,0,False,0,True
29123,29123,False,True,0,False,0,True
29272,29272,False,True,0,True,1,False
29274,29274,False,True,0,True,1,True
29564,29564,False,False,0,False,0,False
29611,29611,False,True,0,False,1,False
29780,29780,False,True,0,False,2,False
30277,30277,False,True,0,True,2,False
30381,30381,False,True,0,False,1,False
31510,31510,False,False,0,False,1,False
31526,31526,False,False,0,False,1,False
31532,31532,False,True,0,True,2,True
31589,31589,False,True,0,True,1,True
31624,31624,False,True,0,False,0,True
31843,31843,True,False,0,False,0,True
31978,31978,True,False,0,False,0,True
32263,32263,True,False,0,False,0,True
32379,32379,False,False,0,False,1,False
32412,32412,False,False,0,False,1,False
32419,32419,True,False,0,False,0,True
32601,32601,False,True,0,False,0,True
32677,32677,False,True,0,True,1,True
32894,32894,False,True,0,True,2,True
32951,32951,False,True,0,True,2,False
33287,33287,True,False,0,False,0,True
33597,33597,False,False,0,False,1,False
33678,33678,False,True,0,True,1,True
33705,33705,False,False,0,False,1,False
33891,33891,False,True,0,False,0,True
33948,33948,False,True,0,True,2,False
33962,33962,False,True,0,True,2,True
33984,33984,False,True,0,False,0,True
34055,34055,False,True,0,True,0,False
34067,34067,True,False,0,False,0,True
34070,34070,True,False,0,False,0,True
34091,34091,True,False,0,False,0,True
34125,34125,True,False,0,False,0,True
34230,34230,True,False,0,False,0,True
34416,34416,False,False,0,False,1,False
34427,34427,True,False,0,False,0,True
34434,34434,False,True,0,False,2,False
34451,34451,False,False,0,False,1,False
34543,34543,False,True,0,True,1,True
34809,34809,False,True,0,True,2,True
34899,34899,True,False,0,False,0,True
35157,35157,False,False,0,True,1,False
35501,35501,False,True,0,True,2,True
35827,35827,False,True,0,False,0,True
35948,35948,False,True,0,True,2,True
35982,35982,False,False,0,False,1,False
36000,36000,False,False,0,False,1,False
36067,36067,False,True,0,True,1,True
36103,36103,False,True,0,False,0,True
36349,36349,True,False,0,False,0,True
36368,36368,True,False,0,False,0,True
36602,36602,True,False,0,False,0,True
36655,36655,True,False,0,False,0,True
36709,36709,False,True,0,True,2,True
36842,36842,False,True,0,False,0,True
36976,36976,False,True,0,True,2,True
37053,37053,False,True,0,True,2,False
37291,37291,False,True,0,False,1,False
37455,37455,False,True,0,False,2,False
37884,37884,False,True,0,True,2,False
39050,39050,False,True,0,False,0,True
39068,39068,False,True,0,True,2,True
39073,39073,True,False,0,False,0,True
39128,39128,True,False,0,False,0,True
39165,39165,False,False,0,True,1,False
39180,39180,False,False,0,False,1,False
39186,39186,False,True,0,True,2,True
39264,39264,False,True,0,False,0,True
39824,39824,False,True,0,False,0,True
39951,39951,True,False,0,False,0,True
40052,40052,False,False,0,True,1,False
40081,40081,False,False,0,False,1,False
40256,40256,False,True,0,False,0,True
40328,40328,False,True,0,True,2,True
40442,40442,False,True,0,True,2,False
40516,40516,False,True,0,True,2,True
40565,40565,False,True,0,True,1,False
40690,40690,True,False,0,False,1,True
41229,41229,False,False,0,True,1,False
41314,41314,False,False,0,False,1,False
41460,41460,False,True,0,False,0,True
41496,41496,True,False,0,False,1,True
41508,41508,False,True,0,True,2,True
41513,41513,False,True,0,True,1,False
41527,41527,False,True,0,True,2,True
41547,41547,False,True,0,False,0,True
41605,41605,False,True,0,True,0,False
41619,41619,True,False,0,False,0,True
41668,41668,True,False,0,False,0,True
41866,41866,True,False,0,False,0,True
41957,41957,True,False,0,False,1,True
42018,42018,False,False,0,False,1,False
42035,42035,False,True,0,False,1,False
42052,42052,False,False,0,False,1,False
42353,42353,False,True,0,True,2,True
42755,42755,False,False,0,False,1,False
43062,43062,False,True,0,True,2,True
43103,43103,False,True,0,True,2,True
43308,43308,True,False,0,False,1,True
43447,43447,False,True,0,True,2,True
43451,43451,False,True,0,False,0,True
43556,43556,False,True,0,True,2,True
43585,43585,False,False,0,True,1,False
43601,43601,False,False,0,False,1,False
43689,43689,False,True,0,False,0,True
43927,43927,True,False,0,False,0,True
44170,44170,True,False,0,False,0,True
44399,44399,False,True,0,True,1,True
44496,44496,False,True,0,True,2,True
44582,44582,False,True,0,False,0,True
44679,44679,False,True,0,True,2,True
44927,44927,False,False,0,False,0,False
44941,44941,False,True,0,False,1,False
45081,45081,False,True,0,False,1,False
45324,45324,False,True,0,False,2,False
45379,45379,False,False,0,False,0,False
45395,45395,False,True,0,True,1,False
45402,45402,False,True,0,False,2,False
45407,45407,False,True,0,False,2,False
45443,45443,False,True,0,True,2,False
46534,46534,False,True,0,False,0,True
46597,46597,True,False,0,False,1,True
46653,46653,False,True,0,False,0,True
46669,46669,False,True,0,True,2,True
46675,46675,True,False,0,False,0,True
46720,46720,True,False,0,False,0,True
46731,46731,False,True,0,False,0,False
46771,46771,False,True,0,True,2,True
46845,46845,False,True,0,False,0,True
46928,46928,False,True,0,False,0,False
47311,47311,False,True,0,False,0,True
47415,47415,True,False,0,False,0,True
47448,47448,False,True,0,False,0,True
47497,47497,False,True,0,False,1,False
47561,47561,True,False,0,False,0,True
47831,47831,False,True,0,False,0,True
47893,47893,False,True,0,True,2,True
47986,47986,False,True,0,False,0,False
48000,48000,False,True,0,True,2,False
48043,48043,False,True,0,False,0,False
48065,48065,False,True,0,True,2,True
48107,48107,False,True,0,True,1,False
48217,48217,True,False,0,False,1,True
48486,48486,False,True,0,False,0,False
48990,48990,False,True,0,False,0,True
49012,49012,False,True,0,False,0,False
49016,49016,False,True,0,False,0,False
49021,49021,True,False,0,False,1,True
49033,49033,False,True,0,True,2,True
49037,49037,False,True,0,True,1,False
49050,49050,False,True,0,True,2,True
49067,49067,False,True,0,False,0,True
49115,49115,False,True,0,True,0,False
49127,49127,True,False,0,False,0,True
49167,49167,True,False,0,False,0,True
49298,49298,True,False,0,False,0,True
49307,49307,False,True,0,False,0,True
49350,49350,False,True,0,False,0,True
49388,49388,False,True,0,False,0,True
49406,49406,False,True,0,False,2,False
49445,49445,True,False,0,False,0,True
49517,49517,True,False,0,False,1,True
49592,49592,False,True,0,False,1,False
49844,49844,False,True,0,False,0,False
49872,49872,False,True,0,True,2,True
50561,50561,False,True,0,True,2,True
50595,50595,False,True,0,True,2,True
50739,50739,False,True,0,False,0,False
50874,50874,True,False,0,False,1,True
50963,50963,False,True,0,False,0,False
50998,50998,False,True,0,True,2,True
51002,51002,False,True,0,False,0,True
51094,51094,False,True,0,True,2,True
51214,51214,False,True,0,False,0,True
51425,51425,True,False,0,False,0,True
51630,51630,True,False,0,False,0,True
51792,51792,False,True,0,True,2,True
52016,52016,False,True,0,True,2,False
52144,52144,False,True,0,False,1,False
52149,52149,False,True,0,True,2,True
52197,52197,False,False,0,True,2,False
52291,52291,False,True,0,True,2,True
52491,52491,False,False,0,False,0,False
52505,52505,False,True,0,False,1,False
52633,52633,False,True,0,False,1,False
52832,52832,False,True,0,False,2,False
52879,52879,False,False,0,False,0,False
52897,52897,False,True,0,False,2,False
52901,52901,False,True,0,False,2,False
53997,53997,False,True,0,False,0,False
54031,54031,False,True,0,False,0,False
54093,54093,False,True,0,False,1,True
54135,54135,True,False,0,False,1,True
54185,54185,False,True,0,False,0,True
54200,54200,False,True,0,True,2,True
54357,54357,False,True,0,False,0,True
54434,54434,False,True,0,False,0,False
54499,54499,True,False,0,False,0,True
54501,54501,True,False,0,False,1,True
54843,54843,False,True,0,False,0,False
54916,54916,False,True,0,False,1,True
55001,55001,True,False,0,False,0,True
55002,55002,True,False,0,False,0,True
55031,55031,False,True,0,False,0,True
55075,55075,False,True,0,False,1,False
55137,55137,False,True,0,False,0,False
55382,55382,False,True,0,False,0,True
55439,55439,False,True,0,True,2,True
55520,55520,False,True,0,False,0,False
55533,55533,False,True,0,True,1,False
55572,55572,False,True,0,False,0,False
55625,55625,True,False,0,False,1,True
55654,55654,True,False,0,False,0,True
55731,55731,True,False,0,False,1,True
56026,56026,False,True,0,False,0,False
56077,56077,False,True,0,False,0,False
56138,56138,False,True,0,False,1,True
56451,56451,True,False,0,False,0,True
56484,56484,False,True,0,False,0,True
56503,56503,False,True,0,False,0,False
56507,56507,False,True,0,False,0,False
56512,56512,True,False,0,False,1,True
56521,56521,False,True,0,True,2,True
56525,56525,False,True,0,True,1,False
56548,56548,True,False,0,False,0,True
56550,56550,False,True,0,False,0,True
56589,56589,True,False,0,False,1,True
56595,56595,False,True,0,True,0,False
56605,56605,True,False,0,False,0,True
56766,56766,False,True,0,False,0,False
56801,56801,False,True,0,False,0,False
56852,56852,True,False,0,False,0,True
56861,56861,False,True,0,False,1,True
56894,56894,False,True,0,False,0,True
56904,56904,False,True,0,False,0,False
56908,56908,False,True,0,True,2,True
56940,56940,False,True,0,False,1,False
56987,56987,True,False,0,False,1,True
57042,57042,True,False,0,False,1,True
57070,57070,True,False,0,False,0,True
57321,57321,False,True,0,False,0,False
57550,57550,True,False,0,False,1,True
58027,58027,False,True,0,True,2,True
58128,58128,True,False,0,False,1,True
58130,58130,True,False,0,False,0,True
58226,58226,False,True,0,False,0,False
58275,58275,False,True,0,False,0,False
58295,58295,True,False,0,False,0,True
58340,58340,True,False,0,False,0,True
58378,58378,True,False,0,False,1,True
58458,58458,False,True,0,False,0,False
58486,58486,False,True,0,True,2,True
58490,58490,False,True,0,False,0,True
58678,58678,False,True,0,False,0,True
58868,58868,True,False,0,False,0,True
59434,59434,False,True,0,True,2,True
59461,59461,False,True,0,False,1,True
59591,59591,False,True,0,False,1,False
59601,59601,False,True,0,True,2,False
59707,59707,False,True,0,False,1,False
59751,59751,False,False,0,True,2,False
60013,60013,False,True,0,False,1,False
60298,60298,False,True,0,False,1,False
60340,60340,False,False,0,False,0,False
60479,60479,True,False,0,False,1,True
61402,61402,False,True,0,False,0,False
61438,61438,False,True,0,False,0,False
61442,61442,False,True,0,False,0,True
61508,61508,False,True,0,True,1,False
61512,61512,False,True,0,False,0,False
61536,61536,False,True,0,True,1,False
61589,61589,False,True,0,False,1,True
61625,61625,True,False,0,False,1,True
61670,61670,False,True,0,False,0,True
61684,61684,False,True,0,True,2,True
61902,61902,False,True,0,False,0,False
61962,61962,True,False,0,False,0,True
61964,61964,True,False,0,False,0,True
62207,62207,False,True,0,False,0,False
62260,62260,True,False,0,False,0,True
62276,62276,False,True,0,False,0,True
62409,62409,False,True,0,True,1,False
62476,62476,False,True,0,False,1,True
62552,62552,True,False,0,False,0,True
62645,62645,False,True,0,True,1,False
62677,62677,False,True,0,False,0,False
62909,62909,False,True,0,False,0,True
62958,62958,False,True,0,True,2,True
63032,63032,False,True,0,False,0,False
63042,63042,False,True,0,True,1,False
63077,63077,False,True,0,False,0,False
63125,63125,True,False,0,False,0,True
63149,63149,True,False,0,False,0,True
63217,63217,True,False,0,False,1,True
63330,63330,False,True,0,False,0,False
63502,63502,False,True,0,False,0,True
63527,63527,True,False,0,False,0,True
63552,63552,False,True,0,False,0,False
63602,63602,False,True,0,False,0,False
63644,63644,False,True,0,True,1,False
63695,63695,False,True,0,False,1,True
63831,63831,False,True,0,True,1,False
63955,63955,True,False,0,False,0,True
63963,63963,False,True,0,False,0,False
63986,63986,False,True,0,False,0,True
64003,64003,False,True,0,False,0,False
64007,64007,False,True,0,False,0,False
64011,64011,True,False,0,False,1,True
64013,64013,False,True,0,False,1,False
64019,64019,False,True,0,True,2,True
64043,64043,True,False,0,False,0,True
64077,64077,True,False,0,False,0,True
64207,64207,False,True,0,False,0,True
64213,64213,False,True,0,False,0,False
64244,64244,False,True,0,False,0,True
64255,64255,False,True,0,False,0,False
64266,64266,True,False,0,False,0,True
64277,64277,True,False,0,False,0,True
64341,64341,False,True,0,False,0,False
64370,64370,False,True,0,True,1,False
64460,64460,False,True,0,False,0,False
64464,64464,False,True,0,True,2,True
64492,64492,False,True,0,False,1,False
64534,64534,True,False,0,False,0,True
64586,64586,True,False,0,False,1,True
64612,64612,True,False,0,False,0,True
64822,64822,False,True,0,False,0,False
65115,65115,True,False,0,False,1,True
65508,65508,False,True,0,True,2,True
65649,65649,False,True,0,False,0,False
65672,65672,False,True,0,False,0,True
65707,65707,True,False,0,False,0,True
65709,65709,True,False,0,False,0,True
65714,65714,False,True,0,True,1,False
65723,65723,False,True,0,False,0,False
65775,65775,False,True,0,False,0,False
65791,65791,False,True,0,False,0,False
65816,65816,False,True,0,True,1,False
65834,65834,True,False,0,False,0,True
65873,65873,True,False,0,False,0,True
65903,65903,True,False,0,False,1,True
65975,65975,False,True,0,False,0,False
65999,65999,False,True,0,True,2,True
66003,66003,False,True,0,False,0,True
67001,67001,False,True,0,True,2,True
67131,67131,False,True,0,False,1,False
67141,67141,False,True,0,True,1,False
67488,67488,False,True,0,False,1,False
67734,67734,False,True,0,False,1,False
67767,67767,False,False,0,False,0,False
68836,68836,False,True,0,False,0,True
68920,68920,False,True,0,False,1,False
68948,68948,False,True,0,False,0,False
68951,68951,False,True,0,False,1,True
68957,68957,False,True,0,True,1,False
68960,68960,True,False,0,False,1,True
69000,69000,False,True,0,True,1,False
69003,69003,False,True,0,True,1,False
69010,69010,False,True,0,True,2,False
69023,69023,False,True,0,True,1,False
69068,69068,False,True,0,False,1,True
69098,69098,True,False,0,False,0,True
69140,69140,False,True,0,False,0,True
69333,69333,True,False,0,False,0,True
69349,69349,False,True,0,False,0,False
69403,69403,True,False,0,False,0,True
69404,69404,True,False,0,False,0,True
69715,69715,True,False,0,False,0,True
69754,69754,False,True,0,False,1,False
69795,69795,True,False,0,False,1,True
69808,69808,False,True,0,False,1,True
69924,69924,False,True,0,True,1,False
69982,69982,False,True,0,False,1,True
69991,69991,False,True,0,True,2,False
70050,70050,True,False,0,False,0,True
70130,70130,False,True,0,True,1,False
70161,70161,False,True,0,True,1,False
70372,70372,False,True,0,False,0,True
70423,70423,False,True,0,False,0,True
70477,70477,False,True,0,False,0,False
70519,70519,False,True,0,False,0,False
70559,70559,True,False,0,False,0,True
70582,70582,True,False,0,False,0,True
70642,70642,True,False,0,False,0,True
70744,70744,False,True,0,False,0,False
70751,70751,False,True,0,True,1,False
71013,71013,False,True,0,False,1,True
71035,71035,True,False,0,False,1,True
71058,71058,False,True,0,False,1,False
71102,71102,False,True,0,True,1,False
71132,71132,False,True,0,True,1,False
71174,71174,False,True,0,False,1,True
71228,71228,False,True,0,True,2,False
71279,71279,False,True,0,False,0,True
71290,71290,False,True,0,True,1,False
71300,71300,False,True,0,True,1,False
71406,71406,True,False,0,False,0,True
71414,71414,False,True,0,False,0,False
71432,71432,False,True,0,False,0,True
71447,71447,False,True,0,False,0,False
71449,71449,False,True,0,False,0,False
71453,71453,True,False,0,False,0,True
71455,71455,False,True,0,False,1,False
71479,71479,True,False,0,False,0,True
71496,71496,True,False,0,False,0,True
71511,71511,True,False,0,False,0,True
71741,71741,False,True,0,False,0,True
71746,71746,False,True,0,False,1,False
71765,71765,False,True,0,False,1,True
71775,71775,False,True,0,False,0,False
71784,71784,False,True,0,True,1,False
71785,71785,True,False,0,False,1,True
71795,71795,True,False,0,False,0,True
71879,71879,False,True,0,True,1,False
71940,71940,True,False,0,False,0,True
71958,71958,False,True,0,False,0,False
71977,71977,False,True,0,True,2,False
72026,72026,True,False,0,False,0,True
72070,72070,True,False,0,False,0,True
72093,72093,True,False,0,False,0,True
72163,72163,False,True,0,True,1,False
72262,72262,False,True,0,False,0,False
72450,72450,False,True,0,False,1,False
72495,72495,False,True,0,False,0,False
72760,72760,False,True,0,True,1,False
72991,72991,True,False,0,False,0,True
73060,73060,False,True,0,True,2,False
73062,73062,False,True,0,False,0,False
73064,73064,True,False,0,False,0,True
73148,73148,False,True,0,False,1,False
73153,73153,False,True,0,False,0,True
73168,73168,False,True,0,False,1,True
73199,73199,True,False,0,False,0,True
73201,73201,True,False,0,False,1,True
73205,73205,False,True,0,True,1,False
73213,73213,False,True,0,False,0,False
73260,73260,False,True,0,True,1,False
73297,73297,False,True,0,True,1,False
73315,73315,True,False,0,False,0,True
73350,73350,True,False,0,False,0,True
73379,73379,True,False,0,False,0,True
73446,73446,False,True,0,False,0,False
73472,73472,False,True,0,False,0,True
74329,74329,False,True,0,False,1,True
74720,74720,False,True,0,True,1,False
74743,74743,False,True,0,True,2,False
74987,74987,False,True,0,False,0,False
75194,75194,False,False,0,False,0,False
75212,75212,False,False,0,False,0,False
76186,76186,True,False,0,False,0,True
76228,76228,True,False,0,False,0,True
76265,76265,False,True,0,False,0,False
76296,76296,False,True,0,False,0,True
76361,76361,False,True,0,False,1,False
76387,76387,False,True,0,False,0,False
76389,76389,False,True,0,True,1,True
76395,76395,False,True,0,True,1,False
76398,76398,True,False,0,True,1,True
76423,76423,False,True,0,False,0,False
76433,76433,False,True,0,True,1,False
76435,76435,False,True,0,True,1,False
76439,76439,False,True,0,True,2,False
76489,76489,False,True,0,False,1,True
76550,76550,False,True,0,False,0,True
76711,76711,True,False,0,False,0,True
76728,76728,True,False,0,False,0,True
76744,76744,False,True,0,False,0,False
76788,76788,True,False,0,False,0,True
76789,76789,True,False,0,False,0,True
76961,76961,True,False,0,False,0,True
77058,77058,True,False,0,False,0,True
77185,77185,True,False,0,False,0,True
77210,77210,True,False,0,False,0,True
77246,77246,False,True,0,False,1,False
77284,77284,True,False,0,True,1,True
77297,77297,False,True,0,True,1,True
77461,77461,False,True,0,True,2,False
77517,77517,True,False,0,False,0,True
77587,77587,False,True,0,True,1,False
77614,77614,False,True,0,True,1,False
77662,77662,False,True,0,False,0,False
77805,77805,False,True,0,False,0,True
77903,77903,False,True,0,False,0,False
77939,77939,False,True,0,False,0,False
77972,77972,True,False,0,False,0,True
78134,78134,False,True,0,False,0,False
78140,78140,False,True,0,True,1,False
78255,78255,True,False,0,False,0,True
78307,78307,True,False,0,False,0,True
78470,78470,False,True,0,True,1,True
78489,78489,True,False,0,True,1,True
78506,78506,False,True,0,False,1,False
78546,78546,False,True,0,True,1,False
78645,78645,False,True,0,True,2,False
78686,78686,False,True,0,False,0,True
78696,78696,False,True,0,True,1,False
78704,78704,False,True,0,True,1,False
78801,78801,False,True,0,False,0,False
78804,78804,False,True,0,False,0,False
78813,78813,False,True,0,False,0,True
78827,78827,False,True,0,False,0,False
78829,78829,False,True,0,False,0,False
78833,78833,True,False,0,False,0,True
78858,78858,True,False,0,False,0,True
78867,78867,True,False,0,False,0,True
78875,78875,True,False,0,False,0,True
78889,78889,True,False,0,False,0,True
79063,79063,True,False,0,False,0,True
79070,79070,False,True,0,True,1,False
79207,79207,False,True,0,False,0,True
79211,79211,False,True,0,False,1,False
79228,79228,False,True,0,True,1,True
79237,79237,False,True,0,False,0,False
79244,79244,False,True,0,True,1,False
79245,79245,True,False,0,True,1,True
79327,79327,True,False,0,False,0,True
79376,79376,True,False,0,False,0,True
79392,79392,False,True,0,False,0,False
79407,79407,False,True,0,True,2,False
79451,79451,True,False,0,False,0,True
79488,79488,True,False,0,False,0,True
79506,79506,True,False,0,False,0,True
79562,79562,False,True,0,True,1,False
79637,79637,False,True,0,False,0,False
79650,79650,False,True,0,False,0,False
79800,79800,False,True,0,True,1,False
79912,79912,False,True,0,True,1,False
80445,80445,True,False,0,False,0,True
80458,80458,True,False,0,False,0,True
80498,80498,True,False,0,False,0,True
80544,80544,False,True,0,True,2,False
80546,80546,False,True,0,False,0,False
80548,80548,True,False,0,False,0,True
